name,salary_from,salary_to,salary_currency,area_name,published_at
Механик,,,,Талдыкорган,2022-12-07T08:28:31+0300
Технический специалист ЭДО,80000.0,80000.0,RUR,Москва,2022-12-07T11:59:13+0300
Тимлид в команду низкоуровневой разработки внутреннего облака Яндекса,,,,Москва,2022-12-07T09:39:40+0300
Backend Java разработчик,500000.0,800000.0,KZT,Алматы,2022-12-07T08:46:13+0300
Руководитель проекта,200000.0,200000.0,RUR,Красноярск,2022-12-07T10:09:18+0300
Старший системный аналитик,,,,Алматы,2022-12-07T09:46:15+0300
C# Backend Developer,2500.0,,EUR,Кипр,2022-12-07T10:57:55+0300
Data инженер,,,,Москва,2022-12-07T10:57:05+0300
Механик,80000.0,80000.0,RUR,Москва,2022-12-07T09:56:40+0300
Технический директор,100000.0,,RUR,Нижний Новгород,2022-12-07T11:16:55+0300
Наладчик технологического оборудования,60000.0,,RUR,Раменское,2022-12-07T09:17:10+0300
Оператор станков с ЧПУ,110000.0,,RUR,Нижний Тагил,2022-12-07T10:08:10+0300
UX копирайтер,,,,Йошкар-Ола,2022-12-07T09:49:17+0300
Мастер по ремонту горного оборудования,162120.0,,RUR,Удачный,2022-12-07T07:04:18+0300
Механик по выпуску транспортных средств на линию,50000.0,,RUR,Краснодар,2022-12-07T09:11:23+0300
Системный администратор/Инженер,,,,Йошкар-Ола,2022-12-07T11:32:40+0300
Программист Python Django Middle,150000.0,,RUR,Уфа,2022-12-07T11:20:24+0300
Программист 1С,,,,Нижний Новгород,2022-12-07T10:59:21+0300
Инсталлятор,45000.0,,RUR,Кемерово,2022-12-07T09:56:01+0300
Product Owner,,,,Нижний Новгород,2022-12-07T08:50:37+0300
Golang разработчик,180000.0,,RUR,Москва,2022-12-07T11:36:40+0300
Токарь-универсал,,80000.0,RUR,Санкт-Петербург,2022-12-07T08:55:22+0300
Менеджер по локализации,,,,Москва,2022-12-07T08:54:06+0300
Специалист группы технической поддержки,40100.0,40100.0,RUR,Тверь,2022-12-07T11:09:09+0300
Руководитель проектов в области электроники (инженер-электроник),,,,Иваново (Ивановская область),2022-12-07T11:49:43+0300
Руководитель проектов в области электроники (инженер-электроник),,,,Саратов,2022-12-07T11:49:43+0300
Инженер по безопасности дорожного движения (БДД),90000.0,,RUR,Казань,2022-12-07T06:41:28+0300
"Аналитик (направление продукты, сегмент B2C)",,,,Краснодар,2022-12-07T11:59:22+0300
Оператор станка с ЧПУ,60000.0,,RUR,Набережные Челны,2022-12-07T11:52:33+0300
Customer Product Manager,,,,Ташкент,2022-12-07T09:29:11+0300
Слесарь-механик по ремонту спецтехники,150000.0,,RUR,Новокузнецк,2022-12-07T06:38:20+0300
Data Engineer (ETL),1100000.0,,KZT,Алматы,2022-12-07T11:03:24+0300
Инженер в сервисный центр Unicode,150000.0,,KZT,Павлодар,2022-12-07T10:19:20+0300
Токарь-расточник,70000.0,,RUR,Тула,2022-12-07T11:26:11+0300
Аналитик,50000.0,,RUR,Екатеринбург,2022-12-07T11:23:08+0300
Дизайнер-верстальщик (флексография),,,,Подольск (Московская область),2022-12-07T09:19:29+0300
Бизнес-аналитик,,,,Москва,2022-12-07T11:54:42+0300
Руководитель/менеджер по развитию,,,,Нижний Новгород,2022-12-07T10:38:30+0300
Инженер-электронщик,,40000.0,RUR,Саранск,2022-12-07T07:58:30+0300
Специалист по информационной безопасности,30000.0,,RUR,Благовещенск (Амурская область),2022-12-07T09:18:42+0300
PHP-программист,,,,Омск,2022-12-07T09:25:46+0300
Product Owner,,,,Ярославль,2022-12-07T08:50:37+0300
Системный администратор/Сетевой инженер,45000.0,90000.0,RUR,Таганрог,2022-12-07T11:20:33+0300
Шлифовщик,60000.0,60000.0,RUR,Москва,2022-12-07T10:49:35+0300
Фрезеровщик,50000.0,,RUR,Екатеринбург,2022-12-07T11:54:32+0300
Начальник аналитического отдела,,,,Владимир,2022-12-07T09:29:12+0300
Бригадир монтажной группы,,100000.0,RUR,Владикавказ,2022-12-07T11:25:24+0300
IT Project manager (ЕИСЖС),,,,Москва,2022-12-07T10:31:02+0300
Старший мастер по обслуживанию абонентов,27500.0,,RUR,Хохольский,2022-12-07T10:41:50+0300
Специалист службы поддержки в Yandex Cloud,54000.0,70200.0,RUR,Мытищи,2022-12-07T07:48:43+0300
DevOps-инженер,,,,Москва,2022-12-07T09:32:32+0300
Специалист технической поддержки (Красногорск),,85000.0,RUR,Москва,2022-12-07T10:42:58+0300
Арт-директор на теплоход,40000.0,,RUR,Казань,2022-12-07T08:33:58+0300
Разработчик игр на C++,3000.0,3500.0,USD,Москва,2022-12-07T09:25:13+0300
Графический дизайнер,30000.0,35000.0,KGS,Бишкек,2022-12-07T08:49:32+0300
Системный администратор,,50000.0,RUR,Стерлитамак,2022-12-07T09:37:15+0300
Системный аналитик (кадровая платформа),,,,Москва,2022-12-07T09:42:58+0300
Middle Backend NodeJS разработчик,90000.0,120000.0,RUR,Красноярск,2022-12-07T09:44:31+0300
Специалист службы поддержки в Yandex Cloud,54000.0,70200.0,RUR,Орск,2022-12-07T07:48:44+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:17+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:29+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:33+0300
Начинающий Abap-программист / Junior Abap,30000.0,40000.0,RUR,Тюмень,2022-12-07T11:10:53+0300
Оператор-наладчик технологического оборудования,,45000.0,RUR,Ставрополь,2022-12-07T10:33:56+0300
Сетевой инженер,,130000.0,RUR,Москва,2022-12-07T11:43:27+0300
Руководитель проектов в области электроники (инженер-электроник),,,,Белгород,2022-12-07T11:49:43+0300
Аналитик,,120000.0,RUR,Самара,2022-12-07T06:33:12+0300
Руководитель проекта,200000.0,200000.0,RUR,Барнаул,2022-12-07T10:09:18+0300
Системный аналитик (отдел интеграционных решений),,,,Москва,2022-12-07T11:35:44+0300
Java-разработчик,,,,Москва,2022-12-07T09:13:38+0300
Программист промышленных контроллеров,53000.0,70000.0,RUR,Белгород,2022-12-07T10:30:57+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:47+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:55+0300
Инженер-программист,60000.0,,RUR,Дзержинск (Нижегородская область),2022-12-07T11:42:30+0300
Фрезеровщик,40000.0,60000.0,RUR,Пермь,2022-12-07T08:58:23+0300
Графический дизайнер - Маркетолог,,,,Семей,2022-12-07T08:07:22+0300
Руководитель проектов,,250000.0,RUR,Ижевск,2022-12-07T08:27:49+0300
Аналитик - стажер (АСУ ТП),,,,Красноярск,2022-12-07T08:35:05+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:12+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:24+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:36+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:44+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:34:51+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:35:00+0300
Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-07T09:35:29+0300
Руководитель проектов в области электроники (инженер-электроник),,,,Екатеринбург,2022-12-07T11:49:43+0300
Программист С#,,,,Новосибирск,2022-12-07T06:17:28+0300
Системный администратор,,75000.0,RUR,Санкт-Петербург,2022-12-07T10:39:22+0300
Руководитель проекта,200000.0,200000.0,RUR,Кемерово,2022-12-07T10:09:18+0300
Технический директор (Заместитель генерального директора по техническим вопросам),,,,Пенза,2022-12-07T11:04:26+0300
"Разработчик Fullstack c#, net.core, удаленно",,,,Москва,2022-12-07T09:50:30+0300
Ведущий специалист группы внедрения информационных систем,,,,Хабаровск,2022-12-07T08:50:39+0300
Руководитель проектов в области электроники (инженер-электроник),,,,Рязань,2022-12-07T11:49:43+0300
Программист компьютерного зрения,,,,Челябинск,2022-12-07T11:25:41+0300
Инженер-механик,60000.0,80000.0,RUR,Екатеринбург,2022-12-07T11:59:37+0300
Ведущий бизнес-аналитик,,,,Москва,2022-12-07T10:13:03+0300
Главный специалист телекоммуникационных систем,,,,Красноярск,2022-12-07T08:51:08+0300
Системный аналитик,,,,Москва,2022-12-07T09:35:58+0300
Специалист службы поддержки в Yandex Cloud,54000.0,70200.0,RUR,Ангарск,2022-12-07T07:48:40+0300
Токарь (Казань),95000.0,,RUR,Уфа,2022-12-07T08:57:02+0300
Мастер по ремонту горного оборудования,162120.0,,RUR,Санкт-Петербург,2022-12-07T06:45:24+0300
Токарь / оборонка,115000.0,,RUR,Красноярск,2022-12-07T10:15:49+0300
"Старший механик, г. Чебаркуль",,50000.0,RUR,Миасс,2022-12-07T06:25:18+0300
Технический менеджер проектов в команду системы мониторинга,,,,Москва,2022-12-07T09:43:16+0300
Специалист службы поддержки в Yandex Cloud,54000.0,70200.0,RUR,Элиста,2022-12-07T07:48:44+0300
Инженер-программист,37800.0,,RUR,Великий Новгород,2022-12-07T10:38:28+0300
System Administrator (Limassol),,,,Кипр,2022-12-07T11:52:23+0300
