,name,salary_from,salary_to,salary_currency,area_name,published_at
1734,Веб-мастер,15000.0,20000.0,RUR,Санкт-Петербург,2007
1735,Администратор системы текущего финансирования,18000.0,25000.0,RUR,Москва,2007
1736,"Ведущий специалист, разработчик ПО",40000.0,53000.0,RUR,Москва,2007
1737,Программист C++,50000.0,80000.0,RUR,Москва,2007
1738,Специалист по поддержке продаж.,30000.0,40000.0,RUR,Москва,2007
1739,Специалист по информационному обеспечению,7000.0,12000.0,RUR,Тула,2007
1740,Главный/Ведущий специалист,35000.0,45000.0,RUR,Москва,2007
1741,Разработчик .Net,50000.0,60000.0,RUR,Москва,2007
1742,Менеджер общих продаж и торгов,38250.0,50000.0,RUR,Москва,2007
1743,Начальник отдела информационных технологий,20000.0,25000.0,RUR,Ростов-на-Дону,2007
1744,Администратор UNIX,50000.0,65000.0,RUR,Москва,2007
1745,Специалист операторского отдела,20000.0,25000.0,RUR,Москва,2007
1746,Руководитель отдела по работе с партнерами,45000.0,65000.0,RUR,Москва,2007
1747,Инженер связи,12000.0,21000.0,RUR,Ростов-на-Дону,2007
1748,Заместитель руководителя IT-отдела,80000.0,80000.0,RUR,Москва,2007
1749,Главный специалист (Отдел целевого маркетинга),50000.0,75000.0,RUR,Москва,2007
1750,Системный администратор,30000.0,35000.0,RUR,Москва,2007
1751,Инженер по развитию сети местной телефонной связи,16000.0,19000.0,RUR,Краснодар,2007
1752,Менеджер по работе с клиентами (без поиска клиентов),25000.0,40000.0,RUR,Россия,2007
1753,Системный администратор,13500.0,17000.0,RUR,Красноярск,2007
1754,Программист FoxPro+MsSQL,37500.0,60000.0,RUR,Москва,2007
1755,Системный администратор,35000.0,45000.0,RUR,Москва,2007
1756,Менеджер по работе с клиентами,60000.0,125000.0,RUR,Московская область - Юг,2007
1757,Разработчик .Net,23000.0,30000.0,RUR,Томск,2007
1758,РубаТех,26000.0,45000.0,RUR,Москва,2007
1759,Программист,30000.0,30000.0,RUR,Санкт-Петербург,2007
1760,Ведущий технический специалист,40000.0,60000.0,RUR,Москва,2007
1761,Сервисный инженер,24000.0,30000.0,RUR,Москва,2007
1762,Специалист по работе с базами данных,15000.0,16000.0,RUR,Омск,2007
1763,Системный администратор,29000.0,32000.0,RUR,Москва,2007
1764,IT manager (International Asset management company),45000.0,53000.0,RUR,Москва,2007
1765,Оператор баз данных,10000.0,14000.0,RUR,Санкт-Петербург,2007
1766,Верстальщик HTML,30000.0,40000.0,RUR,Москва,2007
1767,Инженер-схемотехник,30000.0,45000.0,RUR,Санкт-Петербург,2007
1768,HTML верстальщик,12500.0,16000.0,RUR,Ростов-на-Дону,2007
1769,Менеджер по развитию бизнеса,70000.0,100000.0,RUR,Москва,2007
1770,Помощник системного администратора,15000.0,20000.0,RUR,Москва,2007
1771,Программист 1С,60000.0,70000.0,RUR,Москва,2007
1772,Программист,40000.0,50000.0,RUR,Санкт-Петербург,2007
1773,Руководитель медицинских IT проектов,37000.0,50000.0,RUR,Санкт-Петербург,2007
1774,"Веб-мастер, контент-менеджер",8000.0,14000.0,RUR,Нижний Новгород,2007
1775,Системный администратор,22000.0,25000.0,RUR,Санкт-Петербург,2007
1776,Менеджер по работе с вендорами,40000.0,50000.0,RUR,Москва,2007
1777,"Инженер-электронщик, монтажник РЭА",35000.0,45000.0,RUR,Москва,2007
1778,Ведущий специалист по информационным системам,60000.0,125000.0,RUR,Россия,2007
1779,Оператор ПК (товарный учет),20000.0,22000.0,RUR,Москва,2007
1780,Руководитель проектов внедрения системы технического документооборота TDMS,46000.0,52000.0,RUR,Москва,2007
1781,Помощник Системного Администратора,18000.0,25000.0,RUR,Москва,2007
1782,Менеджер по продажам системы технического документооборота TDMS,39000.0,46000.0,RUR,Москва,2007
1783,Ведущий инженер,75000.0,87000.0,RUR,Москва,2007
1784,Старший технический специалист ПК ( г.Орехово-Зуево),35000.0,40000.0,RUR,Москва,2007
1785,Руководитель отдела направления ПК,35000.0,45000.0,RUR,Москва,2007
1786,Журналист,30000.0,35000.0,RUR,Москва,2007
1787,Начальник отдела системного администрирования и сетевых технологий,70000.0,100000.0,RUR,Москва,2007
1788,Программист C#,25000.0,40000.0,RUR,Москва,2007
1789,Маркетолог-аналитик,28000.0,40000.0,RUR,Москва,2007
1790,Менеджер группы документального сопровождения,10000.0,15000.0,RUR,Краснодар,2007
1791,PHP программист,24000.0,40000.0,RUR,Новосибирск,2007
1792,Программист 1 С 8.0,40000.0,50000.0,RUR,Санкт-Петербург,2007
1793,Специалист отдела продаж,20000.0,25000.0,RUR,Санкт-Петербург,2007
1794,Менеджер интернет проектов,25000.0,60000.0,RUR,Санкт-Петербург,2007
1795,Оператор ПК,15000.0,17000.0,RUR,Москва,2007
1796,Ведущий инженер по качеству ПО,50000.0,60000.0,RUR,Москва,2007
1797,Senior software developer,45000.0,75000.0,RUR,Санкт-Петербург,2007
1798,Администратор Unix систем,70000.0,85000.0,RUR,Москва,2007
1799,Инженер AIX,70000.0,90000.0,RUR,Москва,2007
1800,Инженер-электрик,28000.0,40000.0,RUR,Москва,2007
1801,Ведущий инженер (эксперт),35000.0,45000.0,RUR,Москва,2007
1802,Системный администратор м.Алтуфьево,35000.0,45000.0,RUR,Москва,2007
1803,Web Программист,35000.0,45000.0,RUR,Москва,2007
1804,WEB-разработчик,45000.0,60000.0,RUR,Москва,2007
1805,Программист 1С,25000.0,30000.0,RUR,Екатеринбург,2007
1806,Системный администратор,35000.0,50000.0,RUR,Москва,2007
1807,Директор филиала,30000.0,45000.0,RUR,Оренбург,2007
1808,Инженер,15000.0,25000.0,RUR,Москва,2007
1809,Специалист по сопровождению,40000.0,40000.0,RUR,Москва,2007
1810,Начальник отдела,30000.0,45000.0,RUR,Москва,2007
1811,Помощник менеджера по расчетам проектов,15000.0,20000.0,RUR,Москва,2007
1812,Начальник участка связи,25000.0,30000.0,RUR,Москва,2007
1813,Инженер техподдержки,26000.0,32000.0,RUR,Москва,2007
1814,Программист-разработчик,25000.0,30000.0,RUR,Москва,2007
1815,Программист,15000.0,25000.0,RUR,Москва,2007
1816,Инженер по разработке решений (Solutions Engineer),45000.0,52000.0,RUR,Москва,2007
1817,Программист \ разработчик PHP \ MySQL \ JavaScript,8000.0,20000.0,RUR,Казань,2007
1818,Аналитик-пректировщик автоматизированных систем,26000.0,42000.0,RUR,Тверь,2007
1819,Oracle DBA,58000.0,65000.0,RUR,Москва,2007
1820,Инженер-координатор по осуществлению гарантийного ремонта,11000.0,15000.0,RUR,Казань,2007
1821,Project Manager,60000.0,90000.0,RUR,Санкт-Петербург,2007
1822,Системный администратор,35000.0,45000.0,RUR,Москва,2007
1823,Программист C++,50000.0,80000.0,RUR,Москва,2007
1824,Оператор ПК,17000.0,20000.0,RUR,Москва,2007
1825,Программист 1С,50000.0,70000.0,RUR,Москва,2007
1826,"Программист 1С, главный специалист по автоматизации процессов управления финансами",55000.0,60000.0,RUR,Москва,2007
1827,Менеджер по работе с клиентами,19000.0,21200.0,RUR,Москва,2007
1828,Системный администратор,20000.0,32000.0,RUR,Москва,2007
1829,Менеджер по продаже консалтинговых услуг / Services sales manager,90000.0,150000.0,RUR,Москва,2007
1830,Помощник системного администратора,8000.0,11000.0,RUR,Екатеринбург,2007
1831,Программист (разработчик),45000.0,55000.0,RUR,Москва,2007
1832,Менеджер по развитию направления RISC-серверов,75000.0,90000.0,RUR,Москва,2007
1833,Старший менеджер по технической поддержке клиентов,40000.0,50000.0,RUR,Москва,2007
1834,Программист 1С,50000.0,60000.0,RUR,Москва,2007
1835,Web-дизайнер,18000.0,24000.0,RUR,Санкт-Петербург,2007
1836,Программист 1С,50000.0,75000.0,RUR,Москва,2007
1837,Инженер по обслуживанию и ремонту КМТ,10000.0,25000.0,RUR,Владимир,2007
1838,СПЕЦИАЛИСТ ПО ТЕХНИЧЕСКОЙ ПОДДЕРЖКЕ в офисе,21000.0,24000.0,RUR,Москва,2007
1839,Инженер-электронщик,45000.0,45000.0,RUR,Москва,2007
1840,Инженер установщик мини АТС,20000.0,25000.0,RUR,Москва,2007
1841,Программист 1С,37500.0,62500.0,RUR,Москва,2007
1842,"Ассистент продакт - менеджера, менеджера по закупкам в крупную IT-компанию",30000.0,35000.0,RUR,Москва,2007
1843,Монтажник систем безопасности,15000.0,25000.0,RUR,Москва,2007
1844,Системный администратор,30000.0,40000.0,RUR,Москва,2007
1845,Администратор Oracle/Mysql,75000.0,100000.0,RUR,Москва,2007
1846,Программист 1С,30000.0,65000.0,RUR,Москва,2007
1847,Старший системный администратор,20000.0,30000.0,RUR,Москва,2007
1848,Ведущий специалист,40000.0,50000.0,RUR,Московская область - Восток,2007
1849,Техник - инженер (начинающий специалист),15000.0,20000.0,RUR,Москва,2007
1850,Менеджер по продажам,25000.0,30000.0,RUR,Москва,2007
1851,Системный администратор,40000.0,50000.0,RUR,Москва,2007
1852,Инженер программист С++ / SQL,35000.0,40000.0,RUR,Москва,2007
1853,Старший инженер службы эксплуатации,35000.0,40000.0,RUR,Москва,2007
1854,Ведущий специалист в операционное управление,15000.0,18000.0,RUR,Москва,2007
1855,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1856,Программист,39000.0,45000.0,RUR,Москва,2007
1857,Менеджер интернет проектов,25000.0,28000.0,RUR,Москва,2007
1858,Руководитель отдела по работе с партнерами,46000.0,50000.0,RUR,Москва,2007
1859,Менеджер по продажам,20000.0,50000.0,RUR,Екатеринбург,2007
1860,Специалист по технической поддержке пользователей,14000.0,25000.0,RUR,Санкт-Петербург,2007
1861,Руководитель проекта,60000.0,85000.0,RUR,Москва,2007
1862,Программист-Администратор 1С,38000.0,45000.0,RUR,Москва,2007
1863,Программист 1С,65000.0,77000.0,RUR,Москва,2007
1864,Системный администратор UNIX,40000.0,50000.0,RUR,Москва,2007
1865,Системный администратор,30000.0,40000.0,RUR,Москва,2007
1866,Разработчик ASP.NET,45000.0,65000.0,RUR,Москва,2007
1867,Инженер связи,12000.0,21000.0,RUR,Ростов-на-Дону,2007
1868,Специалист по внедрению и технической поддержке FORIS OSS в МГТС,40000.0,45000.0,RUR,Москва,2007
1869,Ведущий специалист в операционное управление,15000.0,18000.0,RUR,Москва,2007
1870,Специалист группы поддержки 1С,55000.0,65000.0,RUR,Москва,2007
1871,"Сервисный инженер (XEROX, RICOH, KYOCERA)",20000.0,30000.0,RUR,Москва,2007
1872,Специалист отдела операторов (Информационные технологии),25000.0,46000.0,RUR,Москва,2007
1873,Project менеджер / руководитель разработки,50000.0,67000.0,RUR,Москва,2007
1874,Senior java developer,40000.0,50000.0,RUR,Новосибирск,2007
1875,Инженер контроля качества,15000.0,25000.0,RUR,Новосибирск,2007
1876,Программист 1С,7000.0,35000.0,RUR,Пермь,2007
1877,Cash Management Officer,60000.0,80000.0,RUR,Москва,2007
1878,Руководитель отдела направления ПК,35000.0,45000.0,RUR,Москва,2007
1879,Ведущий эксперт,35000.0,45000.0,RUR,Москва,2007
1880,Ведущий инженер по качеству ПО,45000.0,60000.0,RUR,Москва,2007
1881,Системный администратор,30000.0,32700.0,RUR,Москва,2007
1882,Системный администратор,30000.0,50000.0,RUR,Москва,2007
1883,"Разработчик (программист) серверных решений MS SQL Server 2000-2005, СПб",45000.0,65000.0,RUR,Санкт-Петербург,2007
1884,Инженер измеритель,16000.0,18000.0,RUR,Казань,2007
1885,Сервисный инженер по ремонту ноутбуков,40000.0,60000.0,RUR,Москва,2007
1886,Менеджер IT инфрострусктуры,20000.0,30000.0,RUR,Москва,2007
1887,Системный администратор,11000.0,11000.0,RUR,Казань,2007
1888,Менеджер по привлечению клиентов,22000.0,40000.0,RUR,Москва,2007
1889,Системный администратор,33000.0,45000.0,RUR,Московская область - Восток,2007
1890,Web-дизайнер,45000.0,60000.0,RUR,Москва,2007
1891,ABAP Разработчик,80000.0,100000.0,RUR,Москва,2007
1892,ABAP Разработчик.,80000.0,100000.0,RUR,Москва,2007
1893,"Веб-разработчик (html, javascript)",35000.0,40000.0,RUR,Москва,2007
1894,Менеджер по продажам измерительного оборудования в области телекоммуникаций,26000.0,40000.0,RUR,Москва,2007
1895,Старший системный администратор,34000.0,40000.0,RUR,Москва,2007
1896,Старший системный администратор,18000.0,20000.0,RUR,Ростов-на-Дону,2007
1897,Системный администратор,25000.0,32000.0,RUR,Москва,2007
1898,Инженер по тестированию ПО/ QA Engineer,35000.0,40000.0,RUR,Москва,2007
1899,Web программист,25000.0,35000.0,RUR,Москва,2007
1900,Инженер ПТО,30000.0,40000.0,RUR,Москва,2007
1901,Ведущий специалист,18000.0,21000.0,RUR,Москва,2007
1902,Специалист бэк-офиса,20000.0,20000.0,RUR,Москва,2007
1903,Программист 1С,30000.0,40000.0,RUR,Москва,2007
1904,Сервис-инженер,30000.0,30000.0,RUR,Москва,2007
1905,Тестировщик,30000.0,35000.0,RUR,Москва,2007
1906,Верстальщик HTML,30000.0,35000.0,RUR,Москва,2007
1907,Вечерний секретарь,15000.0,21000.0,RUR,Москва,2007
1908,Программист 1С 7.7,49000.0,55000.0,RUR,Москва,2007
1909,Системный разработчик,17000.0,30000.0,RUR,Пенза,2007
1910,Веб разработчик,17000.0,30000.0,RUR,Пенза,2007
1911,Системный администратор,30000.0,35000.0,RUR,Москва,2007
1912,Инженер – проектировщик,24000.0,35000.0,RUR,Екатеринбург,2007
1913,Ведущий специалист IT,35000.0,55000.0,RUR,Москва,2007
1914,Аналитик департамента закупок,15000.0,15000.0,RUR,Санкт-Петербург,2007
1915,Веб-программист,20000.0,24000.0,RUR,Самара,2007
1916,Руководитель группы по развитию отношений с клиентами,30000.0,45000.0,RUR,Москва,2007
1917,Системный администратор (по совместительству),6000.0,6000.0,RUR,Ростов-на-Дону,2007
1918,Системный администратор (по совместительству),8500.0,8500.0,RUR,Новосибирск,2007
1919,"Программист (.NET, С#)",60000.0,75000.0,RUR,Московская область - Юг,2007
1920,Стажер-консультант OEBS по модулю HR,9000.0,30000.0,RUR,Москва,2007
1921,"Программист PHP, MySQL",20000.0,25000.0,RUR,Москва,2007
1922,Специалист со знанием SAP ABAP / BASIS,60000.0,90000.0,RUR,Москва,2007
1923,Помощник менеджера по интернет-маркетингу,9000.0,11000.0,RUR,Воронеж,2007
1924,Системный архитектор в области информационной безопасности,60000.0,80000.0,RUR,Москва,2007
1925,Пресейл-менеджер систем управления (OSS),65000.0,80000.0,RUR,Москва,2007
1926,Пресейл-менеджер систем управления ИТ-инфраструктурой,45000.0,80000.0,RUR,Москва,2007
1927,Программист 1С 8.0,50000.0,50000.0,RUR,Нижний Новгород,2007
1928,Руководитель отдела сопровождения и внедрения специализированного ПО,50000.0,80000.0,RUR,Москва,2007
1929,Старший специалист,15000.0,18000.0,RUR,Москва,2007
1930,Системный администратор Linux,40000.0,60000.0,RUR,Москва,2007
1931,Программист-внедренец,45000.0,60000.0,RUR,Москва,2007
1932,Системный администратор,20000.0,45000.0,RUR,Москва,2007
1933,Инженер-координатор по осуществлению гарантийного ремонта,11000.0,15000.0,RUR,Казань,2007
1934,Ведущий программист 1С,40000.0,50000.0,RUR,Москва,2007
1935,Программист С++,40000.0,55000.0,RUR,Москва,2007
1936,"Программист VB, T-SQL",35000.0,40000.0,RUR,Москва,2007
1937,Программист 1С,35000.0,35000.0,RUR,Москва,2007
1938,Менеджер по продажам,20000.0,100000.0,RUR,Москва,2007
1939,Системный администратор,40000.0,60000.0,RUR,Москва,2007
1940,Программист 1С,70000.0,75000.0,RUR,Москва,2007
1941,Оператор ПК,5000.0,7000.0,RUR,Нижний Новгород,2007
1942,Системный администратор,30000.0,35000.0,RUR,Москва,2007
1943,Художник-аниматор,7000.0,9000.0,RUR,Воронеж,2007
1944,Корректор,7000.0,8000.0,RUR,Воронеж,2007
1945,Иллюстратор,7000.0,10000.0,RUR,Воронеж,2007
1946,3D-моделлер,10000.0,20000.0,RUR,Воронеж,2007
1947,Дизайнер,10000.0,20000.0,RUR,Воронеж,2007
1948,Технический дизайнер,7000.0,12000.0,RUR,Воронеж,2007
1949,Редактор-составитель текстов,7000.0,8000.0,RUR,Воронеж,2007
1950,Инженер по разработке технической документации,20000.0,40000.0,RUR,Санкт-Петербург,2007
1951,Переводчик со знанием контент-менеджмента,20000.0,25000.0,RUR,Москва,2007
1952,Программист,13000.0,15600.0,RUR,Ростов-на-Дону,2007
1953,Системный администратор,32000.0,50000.0,RUR,Москва,2007
1954,Системный администратор,10000.0,15000.0,RUR,Ижевск,2007
1955,Специалист в отдел информационных и управленческих технологий,40000.0,60000.0,RUR,Москва,2007
1956,Java- программист,25000.0,30000.0,RUR,Россия,2007
1957,Программист Delphi/C++,12000.0,12000.0,RUR,Самара,2007
1958,IT-менеджер (упаковочная техника),35000.0,40000.0,RUR,Москва,2007
1959,Консультант по портальным технологиям,75000.0,100000.0,RUR,Москва,2007
1960,Руководитель информационно-аналитического отдела,28000.0,28000.0,RUR,Санкт-Петербург,2007
1961,Ведущий программист Oracle,75000.0,85000.0,RUR,Москва,2007
1962,Ведущий программист ABAP,100000.0,150000.0,RUR,Москва,2007
1963,Ведущий консультант SAP (модуль HR),100000.0,150000.0,RUR,Москва,2007
1964,Ведущий консультант SAP,100000.0,150000.0,RUR,Москва,2007
1965,Программист,20000.0,40000.0,RUR,Москва,2007
1966,Специалист технической поддержки/Инженер,21000.0,27000.0,RUR,Москва,2007
1967,Технический специалист по продуктам IBM Rational,50000.0,70000.0,RUR,Москва,2007
1968,Сервисный инженер,20000.0,30000.0,RUR,Новосибирск,2007
1969,Менеджер по интернет-продажам,35000.0,40000.0,RUR,Москва,2007
1970,Старший менеджер по тех. поддержке клиентов,40000.0,60000.0,RUR,Москва,2007
1971,IT менеджер,20000.0,30000.0,RUR,Москва,2007
1972,Системный администратор,30000.0,45000.0,RUR,Москва,2007
1973,Системный инженер,16000.0,20000.0,RUR,Ростов-на-Дону,2007
1974,Программист 1С 7.7 с переходом на 8.0,60000.0,70000.0,RUR,Москва,2007
1975,Ведущий программист 1С,60000.0,65000.0,RUR,Москва,2007
1976,Менеджер проекта по внедрению Navision,70000.0,90000.0,RUR,Москва,2007
1977,Server & Network Administrator,70000.0,100000.0,RUR,Москва,2007
1978,Системный администратор,27000.0,35000.0,RUR,Москва,2007
1979,PHP Developer,18000.0,28000.0,RUR,Казань,2007
1980,Руководитель отдела продаж,35000.0,45000.0,RUR,Екатеринбург,2007
1981,Аниматор,40000.0,53000.0,RUR,Москва,2007
1982,Художник по спец-эффектам,40000.0,53000.0,RUR,Москва,2007
1983,Концепт-художник,45000.0,60000.0,RUR,Москва,2007
1984,Дизайнер уровней,16000.0,35000.0,RUR,Москва,2007
1985,Программист(клиентской части игры),35000.0,65000.0,RUR,Москва,2007
1986,Программист(игровой механики и AI),35000.0,65000.0,RUR,Москва,2007
1987,Html верстальщик,22000.0,26000.0,RUR,Москва,2007
1988,Аналитик банковских процессов,20000.0,40000.0,RUR,Екатеринбург,2007
1989,Аналитик в сфере энергетики,20000.0,40000.0,RUR,Екатеринбург,2007
1990,Начальник отдела разработки,35000.0,60000.0,RUR,Уральский округ,2007
1991,Администратор серверов,25000.0,45000.0,RUR,Екатеринбург,2007
1992,Аналитик,45000.0,80000.0,RUR,Москва,2007
1993,Ведущий программист,45000.0,85000.0,RUR,Москва,2007
1994,WEB программист,50000.0,60000.0,RUR,Москва,2007
1995,Программист-разработчик С++,15000.0,30000.0,RUR,Красноярск,2007
1996,Менеджер по ведению проектов,20000.0,40000.0,RUR,Москва,2007
1997,Программист PHP,25000.0,32000.0,RUR,Санкт-Петербург,2007
1998,Системный администратор,25000.0,30000.0,RUR,Воронеж,2007
1999,Программист,25000.0,35000.0,RUR,Воронеж,2007
2000,Специалист технической поддержки (нефтегазовая компания),40000.0,50000.0,RUR,Москва,2007
2001,Системный администратор,22000.0,25000.0,RUR,Москва,2007
2002,Аналитик в отдел продаж,40000.0,52000.0,RUR,Москва,2007
2003,Программист,22400.0,42000.0,RUR,Москва,2007
2004,Менеджер по работе с юридическими лицами,1500.0,3000.0,RUR,Москва,2007
2005,Программист 1С на обучение,22400.0,70000.0,RUR,Москва,2007
2006,Верстальщик,24000.0,30000.0,RUR,Москва,2007
2007,Сервисный инженер КИП,36000.0,40000.0,RUR,Москва,2007
2008,Специалист по обработке дилерских заявлений,22500.0,22500.0,RUR,Москва,2007
2009,Инженер по автоматизации,36000.0,40000.0,RUR,Москва,2007
2010,Оператор ПК/БД,12000.0,15000.0,RUR,Москва,2007
2011,Системный инженер по поддержке производственных ИТ систем,32000.0,38000.0,RUR,Санкт-Петербург,2007
2012,Senior .Net developer,40000.0,65000.0,RUR,Казань,2007
2013,Специалист по написанию статей (Копирайтер),7000.0,12000.0,RUR,Ростов-на-Дону,2007
2014,"Руководитель ИТ-отдела (вакансия БЛМ-Консорт, код OR)",75000.0,80000.0,RUR,Москва,2007
2015,Старший менеджер по тех. поддержке клиентов,40000.0,50000.0,RUR,Москва,2007
2016,Контент-менеджер по работе с изображениями,8000.0,10000.0,RUR,Москва,2007
2017,"Системный администратор, Специалист по поддержке ППО",40000.0,45000.0,RUR,Москва,2007
2018,Инженер-электрик,12000.0,15000.0,RUR,Ярославль,2007
2019,Специалист по внедрению программного обеспечния,35000.0,50000.0,RUR,Москва,2007
2020,Специалист по технической поддержке пользователей,17000.0,30000.0,RUR,Москва,2007
2021,Инженер связи,25000.0,50000.0,RUR,Москва,2007
2022,Веб - программист (web- мастер),5000.0,30000.0,RUR,Казань,2007
2023,Территориальный менеджер (Санкт-Петербург и Ленинградская область),80000.0,85000.0,RUR,Санкт-Петербург,2007
2024,Специалист по учету оборудования,25000.0,40000.0,RUR,Москва,2007
2025,Менеджер отдела аппаратного обеспечения,30000.0,50000.0,RUR,Москва,2007
2026,Программист 1С 8.0.,75000.0,90000.0,RUR,Москва,2007
2027,IT - менеджер,40000.0,40000.0,RUR,Москва,2007
2028,Flash-дизайнер,35000.0,40000.0,RUR,Москва,2007
2029,Программист (онлайн игры),13000.0,20000.0,RUR,Ростов-на-Дону,2007
2030,Специалист по сборке оборудования (м.Багратионовская),22000.0,27000.0,RUR,Москва,2007
2031,Программист Oracle,40000.0,60000.0,RUR,Москва,2007
2032,Программист Delphi7 СУБД MS SQL 2000,50000.0,52000.0,RUR,Москва,2007
2033,Perl Developer,23000.0,30000.0,RUR,Новосибирск,2007
2034,Системный администратор,28000.0,30000.0,RUR,Новосибирск,2007
2035,Старший системный администратор,45000.0,50000.0,RUR,Москва,2007
2036,Старший системный администратор,30000.0,40000.0,RUR,Москва,2007
2037,Аналитик по приложениям,40000.0,50000.0,RUR,Москва,2007
2038,Помощник системного администратора,18000.0,20000.0,RUR,Санкт-Петербург,2007
2039,Менеджер группы документального сопровождения,10000.0,15000.0,RUR,Краснодар,2007
2040,Аналитик бизнес-процессов,18000.0,20000.0,RUR,Воронеж,2007
2041,"Инженер-электронщик, монтажник РЭА",35000.0,45000.0,RUR,Москва,2007
2042,Архитектор баз данных,60000.0,75000.0,RUR,Москва,2007
2043,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
2044,Специалист службы техподдержки,12000.0,15000.0,RUR,Казань,2007
2045,Unix системный администратор,20000.0,22000.0,RUR,Казань,2007
2046,"Контент-менеджер, редактор сайта. SEO",20000.0,25000.0,RUR,Москва,2007
2047,Системный администратор,32000.0,34000.0,RUR,Москва,2007
2048,Cпециалист по продажам IT-решений и услуг по внедрению,35000.0,50000.0,RUR,Санкт-Петербург,2007
2049,Системный администратор (IT),40000.0,50000.0,RUR,Москва,2007
2050,Начальник IT-отдела интернет-провайдера,80000.0,80000.0,RUR,Москва,2007
2051,Нelp desk администратор,25000.0,30000.0,RUR,Москва,2007
2052,Специалист Отдела персонала/кадров,17000.0,35000.0,RUR,Москва,2007
2053,Ведущий специалист дирекции обеспечения тех. поддержки,34000.0,36000.0,RUR,Москва,2007
2054,Ведущий специалист отдела сопровождения систем электронного документооборота (Lotus),30000.0,40000.0,RUR,Москва,2007
2055,Программист 1С (Руководитель IT отдела),25000.0,30000.0,RUR,Ростов-на-Дону,2007
2056,Программист,55000.0,60000.0,RUR,Москва,2007
2057,Программист 1 С 8.0,40000.0,50000.0,RUR,Санкт-Петербург,2007
2058,PHP программист,50000.0,60000.0,RUR,Москва,2007
2059,Старший системный администратор,50000.0,50000.0,RUR,Москва,2007
2060,Зав.сектором техничекого обеспечения и информационных технологий,18000.0,25000.0,RUR,Екатеринбург,2007
2061,Менеджер по продажам (без поиска клиентов),12000.0,15000.0,RUR,Москва,2007
2062,Программист 1С,20000.0,40000.0,RUR,Екатеринбург,2007
2063,Помощник системного администратора,20000.0,32000.0,RUR,Москва,2007
2064,Программист PL/SQL,40000.0,60000.0,RUR,Москва,2007
2065,Системный администратор,50000.0,60000.0,RUR,Москва,2007
2066,"Помощник системного администратора, Help-Desk",17000.0,25000.0,RUR,Москва,2007
2067,Специалист по вводу заявок на закупку,12000.0,14000.0,RUR,Нижний Новгород,2007
2068,Программист 1С,70000.0,70000.0,RUR,Москва,2007
2069,Старший менеджер по техподдержке клиентов,40000.0,50000.0,RUR,Москва,2007
2070,Старший программист 1С службы бизнес-приложений,60000.0,100000.0,RUR,Москва,2007
2071,Руководитель партнерских программ (регистрация доменов),50000.0,50000.0,RUR,Москва,2007
2072,Программист,20000.0,25000.0,RUR,Новосибирск,2007
2073,Программист 1С,50000.0,60000.0,RUR,Москва,2007
2074,Project сoordinator,30000.0,47000.0,RUR,Москва,2007
2075,Инженер КИП и А,15000.0,30000.0,RUR,Казань,2007
2076,Руководитель направления,50000.0,50000.0,RUR,Москва,2007
2077,Системный администратор,10000.0,16000.0,RUR,Тула,2007
2078,Руководитель отдела базы данных (1С),28000.0,28000.0,RUR,Санкт-Петербург,2007
2079,Специалист базы данных 1С,24500.0,24500.0,RUR,Санкт-Петербург,2007
2080,Инженер-программист,15000.0,30000.0,RUR,Казань,2007
2081,Системный инженер,25000.0,28000.0,RUR,Москва,2007
2082,Системный администратор,30000.0,40000.0,RUR,Москва,2007
2083,Web-дизайнер,10000.0,15000.0,RUR,Ярославль,2007
2084,"Программист Делфи, Sql",6000.0,15000.0,RUR,Москва,2007
2085,Системный администратор,40000.0,55000.0,RUR,Москва,2007
2086,Программист 1С (8 версия),20000.0,25000.0,RUR,Казань,2007
2087,Flash-разработчик,45000.0,65000.0,RUR,Москва,2007
2088,Программист 1С,40000.0,60000.0,RUR,Санкт-Петербург,2007
2089,Менеджер отдела информационного взаимодействия с внешними организациями,25000.0,28000.0,RUR,Москва,2007
2090,Программист,25000.0,30000.0,RUR,Воронеж,2007
2091,Ведущий специалист отдела сетевых технологий и телекоммуникаций IT,30000.0,32000.0,RUR,Москва,2007
2092,PHP-разработчик,40000.0,50000.0,RUR,Москва,2007
2093,Оператор клиентской службы,10000.0,20000.0,RUR,Москва,2007
2094,Аналитик ИТ,40000.0,50000.0,RUR,Москва,2007
2095,Оператор мониторинга телевизионного эфира (г.Новороссийск),4500.0,8500.0,RUR,Краснодар,2007
2096,Инженер технической поддержки,35000.0,35000.0,RUR,Москва,2007
2097,Системный администратор,28000.0,28000.0,RUR,Москва,2007
2098,Системный администратор,25000.0,50000.0,RUR,Москва,2007
2099,Администратор бизнес приложений,45000.0,52000.0,RUR,Москва,2007
2100,Программист,25000.0,35000.0,RUR,Воронеж,2007
2101,Программист-разработчик.NET,40000.0,45000.0,RUR,Москва,2007
2102,Инженер-программист АСУТП,20000.0,25000.0,RUR,Московская область - Юг,2007
2103,Системный администратор,26000.0,270000.0,RUR,Москва,2007
2104,Системный администратор,23000.0,26500.0,RUR,Москва,2007
2105,Специалист по SEO,39000.0,45000.0,RUR,Москва,2007
2106,Системный администратор,29000.0,35000.0,RUR,Москва,2007
